q13_text,q14_text,q15_text,q16_text,q17_text
não aceito molestador,pelo no caso1 ser a polícia o linchadores,no caso 1 é um idoso,não aceito molestador,pela vítima ser uma criança
"apesar de ser contra o linchamento, só tenho duas opções e a escolha do caso 1 é porque a vitima é uma mulher idosa.","apesar de ser contra o linchamento, só tenho duas opções e a escolha do caso 2, é porque se trata de um assassinato de uma criança.","apesar de ser contra o linchamento, só tenho duas opções e a escolha do caso 1 é porque os criminosos já são idosos e deveriam dar exemplos.","apesar de ser contra o linchamento, só tenho duas opções e a escolha do caso 2 é porque o estupro foi concretizado.","apesar de ser contra o linchamento, só tenho duas opções e a escolha do caso 2 é porque houve um roubo que na minha opinião é mais grave."
porque ele negro e nao ser deve rouba meio que ele podia ser preso mais acabou sendo morto,vizinho e so,mora em outro bairro,mora em outro bairro e tambem nunca se pode confia,mora em outro bairro entao nunca se pode confia
"homem, adulto,molestou,gangues.","masculino,assassinou, criança, vizinhos

","assassinou, adulto.","masculino,adulto,molestou,adolescente","molestou, masculino.
ao meu ver, independente de raça ou religião, o criminoso tem que ser punido, não como um linchamento, e sim em caso dele ter tirado a vida de alguém, pena de morte, ou ter abusado como um estupro sua pena deveria ser, feita uma cirurgia, castra-lo."
devido às condições e a gravidade do caso.,"o segundo, mas acredito que as circunstâncias levou a tal to.","opção 1, estupro é um ato imperdoável",hoje a família se tornou a parte mais fragilizada da sociedade.,"a criança ou adolescente é  o fato que consegue mobilizar e mexer com o sentimento mais obscuro do ser humano, independente de sua função."
NA,não aparece caso  2,não aparece caso 2,não aparece caso 2,não aparece caso 2
por não ter outra alternativa,não tem outra alternativa,NA,NA,NA
a vitima é uma criança.,por a vitima ser um idoso.,vitima foi um idoso.,vitima de roubo de carro.,vitima de estrupo idoso.
devido ao conjunto das opções melhor se encaixarem na minha opinião,conforme conceito anterior melhor se encaixa na minha opinião,não por ser indigena mais pelas opções apresentadas,similar na maioria a 1ª opção,ainda dentro do mesmo conceito das analises anteriores
"não justifica um idoso cometer  esse  tipo  de  crime  com  uma  adolescente, principalmente.","inaçeitavél esse  comportamento,  crime  brutal e mereçe  ter um  ação imediata.","tem acontecido com frequencia  esse  tipo  de  crime, precisa  ser  tomadas  medidas  urgentes.","as veses  por motivo  da  reação os  policiais  precisam usar  uma  forma  mais  rigida  para  conter  o  individuo, e  acaba  por  ter  um  julgamento normal.","o  povo  não  suporta  mais  esses  comportamentos  e  esta  reagindo de forma  anormal, já  que  a  justiça é  lenta  e  as  veses ineficaz."
porque a vitima é uma criança e se trata de um homicídio.,vítima é criança e criminoso adulto.,sentimento familiar.,"assassino adulto, vítima criança feminina.",porque a vítima é um idoso.
por opção,por opção,por opção,por opção,por opção
porque assassinou,porque assassinou,porque estuprou,molestou uma criança,assassinou
porque é um adulo e no ouro esa um adolescene,porque quem lichou foi os proprios policiais,NA,porque eles em que corar mesmo,porque foi um rino
exposição da midia,exposição da midia,midia,midia,midia
na verdade fui obrigado a escolher uma posição mas eu não sou favor de linchamento em hipotese alguma sou a favor da prisão e da condenação justiça,não sou a favor de linchamento como disse anteriormente,não sou a favor de linchamento,não sou a favor de linchamento,não sou a favor de linchamento
"mexe com os sentimentos de qualquer ser humano algum ato contra um criança, talvez mais do que um idoso.",crime de moléstia é um crime na opinião de muitos mais terrível do que bater carteira.,o crime de estupro para muitos é mais terrível do que bater a carteira.,o estupro causa mais indignação.,o crime de moléstia causa mais indignação.
fez mal uma criança,crime sexual não tem perdão,crime sexual não tem perdão,os dois são crimes,crime sexual não tem perdão
"molestar uma criança é o fi
m .abuso","é o mais grave dos dois
casos
","ambos não lincharia
","sou contra linchamento mas preciso escolher um 
",é o mais grave entre as opções
porque tinha que escolher um. na verdade e injustificável em qualquer caso ou situação.,porque tinha que escolher um. na verdade e injustificável em qualquer caso ou situação.,porque tinha que escolher um. na verdade e injustificável em qualquer caso ou situação.,porque tinha que escolher um. na verdade e injustificável em qualquer caso ou situação.,porque tinha que escolher um. na verdade e injustificável em qualquer caso ou situação.
por molestar,NA,NA,NA,NA
depende da situação,depende da situação,depende do caso,depende do seu ponto de vista,depende muito da situação
acredito que o ato de molestar possa trazer maiores danos para a vítima. é algo que viola o corpo da pessoa.,acredito que o ato de molestar possa trazer maiores danos para a vítima. é algo que viola o corpo da pessoa.,acredito que o ato de molestar possa trazer maiores danos para a vítima. é algo que viola o corpo da pessoa.,"difícil essa situação. responderia ambos se fosse possível. 
tirar a vida de outra pessoa é algo que não consigo se quer imaginar.","acredito que o ato de molestar possa trazer maiores danos para a vítima. é algo que viola o corpo da pessoa. um adulto ainda poderá se defender melhor, mas uma criança, é um ser totalmente indefeso."
pelo estupro,pelo estupro,por ser contra uma idosa,a pessoa economiza a vida toda para comprar um carro pra uns marginais levarem,esses adolescentes se aproveitam que a lei os protege pra cometerem crimes
NA,NA,NA,NA,NA
mulher molestada,criança molestada,assassinato,roubo,roubo
porque na minha opinião assasinato e mais grave,"pelo crime, estipro é inadimissivel",mais uma vez pelo tipo de crime,pelo tipo de crime,o crime foi mais pesado
quem rouba escolhe casas do setor diferente de onde ele mora.,adolescente também tem que ser punido.,"uma pessoa q molesta tem que ser punido, não importa a cor.",mulher no crime tem que ser punida.,punição para crimes
na verdade eu sou contra a qualquer tipo de linchamento não se deve fazer justiça com as próprias mãos,por que tem que escolher um mais sou contra linchamento,sou contra linchamento,sou contra linchamento,sou contra a fazer justiça com às próprias mãos
por ser homem branco e não uma classe costumeiramente discriminada como indígenas e negros,por classificação de gênero,por classificação de gênero,por classificação do gênero,por classificação do gênero
porque a polícia deveria ser treinada para não agir desta forma.,mesmo motivo anterior.,NA,NA,NA
quem mata merece morrer..de preferência da mesma forma que matou,o idoso tem mais ciência do certo e errado,p mim se o crime foi molestar alguém nem precisava só ver o outro caso.p rscolher,porque prefiro ser assassinada do que molestada,o assassino mereceas punição que o abatedor de carteira
por que a vítima era uma criança,NA,por conta que a vítima era uma criança,tirou a vida de outra pessoa,uma criança
achei o mais proximo da realidade,achei o mais próximo da realidade,achei o mais próximo da realidade,achei o mais próximo da realidade,achei o mais próximo da realidade
nada a declarar,nada a declarar,nada a declarar,nada a declarar,nada a declarar
NA,NA,NA,NA,NA
criança assassinada,estupro,"por ser um adulto, no outro caso erá um idoso",estupro,por ter molestado
justificavel,justificado,homicida,naõ concordo linchar nenhum dos dois,homicida e feminicida
sem ter opção,sem o motivo para detelhes,sem motivos,sem explicação,sem motivos
acho que pena de morte tem que ser feita pelos tribunais em casos de julgamentos a crimes ediondos trafico de drogas e politicos ladroes e assasinos crueis,a pena imposta pela sociedade com julgamento justo,a familia tem direitos de cobrar,a policia responde pela sociedade,não importa o sexo o crime nao tem genero
porque no caso a familia da vitima ficou revoltada e acabou por fazer justica com as proprias maos,NA,NA,NA,NA
pelo fato de ter criança envolvida. é mais tendencioso a arbitrariedades,o fato de supostamente conhecerem a vitima e o agressor torna mais propenso a lichamentos,"apesar do caso 2, ser mais suscetivel a linchamentos, acredito que o caso 1, seja mais provavel de acontecer, com gangues envolvidas","novamente gangues envolvidas, e no caso, molestar(acredito que sexualmente) é um crime mesmo dentre os fora da lei","dependeria da forma que foi o assassinato, mas acredito que estaria mais propenso a linchamento"
pelo motivo da vítima ser uma criança,"crime de estupro para mim merece a morte.
para piorar a vitima é uma idosa,sem perdão.","a vítima é uma criança que sofreu um crime de estupro,coisa que eu não aceito nem se me disserem que é doença.","o cidadão é asiatico,mora em outro bairro,e ainda comete um crime em cima de um adolescente.
sem perdão.","como eu citei nos outros comentários, eu não aceito estupros.
se a vítima for uma adolescente então piorou."
pelo valor do bem roubado.,pelo crime cometido.,NA,NA,NA
nao acho certo em nenhum dos casos,nao acho certo em nenhum dos casos,não acho certo em nenhum dos casos,não acho certo em nenhum dos casos,não acho certo em nenhum dos casos
sou contra linchamento,sou contra estupro,NA,NA,NA
sei lá tbm,sei la,off,sei la,sei la
"porque mexer com uma criança indefesa é muita crueldade,ele é um monstro,é um vagabundo a menos na terra.
inadimissivel qualquer crime contra crianças, deus que me perdoe, mas ate eu dava una socos nele.","porque tarado safado tem que morrer,nao que um assasino tbm nao tenha, mas deixar um lixo deste solto ele vai fazer de novo e de novo.","assassinar uma criança é inadimissivel,ela é inofensiva e nao sabe se defender,mereceu ser linchado.","assassinou, entao mesmo que errado o linchamento, foi merecido.","tarados e taradas, esses mosntros tem quer morrer, linchamento é pouco para esses tipos de gente."
